year,month,month_num,date,nationality,female,male,undefined,total
2012,Septiembre,9,9/1/2012,Tailandia,8,9,0,17
2012,Septiembre,9,9/1/2012,Territorio Antartico Britanico/Territorio Britanico de Ultramar,1,8,0,9
2012,Septiembre,9,9/1/2012,Tanzania,0,2,0,2
2012,Septiembre,9,9/1/2012,Trinidad y Tobago,98,142,0,240
2012,Septiembre,9,9/1/2012,Tunez,0,2,0,2
2012,Septiembre,9,9/1/2012,Turkmenistan,1,0,0,1
2012,Septiembre,9,9/1/2012,Turquia,13,81,0,94
2012,Septiembre,9,9/1/2012,Ucrania,17,16,0,33
2012,Septiembre,9,9/1/2012,Uganda,0,3,0,3
2012,Septiembre,9,9/1/2012,Uruguay,319,697,0,1016
2012,Septiembre,9,9/1/2012,Uzbekistan,0,1,0,1
2012,Septiembre,9,9/1/2012,Venezuela,10526,11949,0,22475
2012,Septiembre,9,9/1/2012,Zimbabue,0,1,0,1
2012,Octubre,10,10/1/2012,Albania,1,6,0,7
2012,Octubre,10,10/1/2012,Alemania,1085,2044,0,3129
2012,Octubre,10,10/1/2012,Andorra,3,8,0,11
2012,Octubre,10,10/1/2012,Angola,1,2,0,3
2012,Octubre,10,10/1/2012,Antigua y Barbuda,4,2,0,6
2012,Octubre,10,10/1/2012,Paises Bajos,903,1493,0,2396
2012,Octubre,10,10/1/2012,Arabia Saudita,0,8,0,8
2012,Octubre,10,10/1/2012,Argelia,1,2,0,3
2012,Octubre,10,10/1/2012,Argentina,3807,5428,0,9235
2012,Octubre,10,10/1/2012,Republica de Armenia,0,2,0,2
2012,Octubre,10,10/1/2012,Aruba,2,3,0,5
2012,Octubre,10,10/1/2012,Australia,305,570,0,875
2012,Octubre,10,10/1/2012,Austria,102,212,0,314
2012,Octubre,10,10/1/2012,Azerbaiyan,2,1,0,3
2012,Octubre,10,10/1/2012,Bahamas,5,2,0,7
2012,Octubre,10,10/1/2012,Bangladesh,1,5,0,6
2012,Octubre,10,10/1/2012,Barbados,2,5,0,7
2012,Octubre,10,10/1/2012,Republica de Belarus,9,13,0,22
2012,Octubre,10,10/1/2012,Belgica,102,355,0,457
2012,Octubre,10,10/1/2012,Belice,5,18,0,23
2012,Octubre,10,10/1/2012,Benin,1,0,0,1
2012,Octubre,10,10/1/2012,Bermudas/Territorio Britanico de Ultramar,0,1,0,1
2012,Octubre,10,10/1/2012,Bolivia,341,546,0,887
2012,Octubre,10,10/1/2012,Bosnia y Herzegovina,1,1,0,2
2012,Octubre,10,10/1/2012,Brasil,2587,4458,0,7045
2012,Octubre,10,10/1/2012,Brunei Darussalam,4,2,0,6
2012,Octubre,10,10/1/2012,Bulgaria,7,12,0,19
2012,Octubre,10,10/1/2012,Cabo Verde,1,0,0,1
2012,Octubre,10,10/1/2012,Camboya,2,2,0,4
2012,Octubre,10,10/1/2012,Camerun,0,25,0,25
2012,Octubre,10,10/1/2012,Canada,694,1689,0,2383
2012,Octubre,10,10/1/2012,España,2387,6103,0,8490
2012,Octubre,10,10/1/2012,Republica Democratica del Congo,4,2,0,6
2012,Octubre,10,10/1/2012,Republica de Corea,113,446,0,559
2012,Octubre,10,10/1/2012,Costa de Marfil,3,5,0,8
2012,Octubre,10,10/1/2012,Costa Rica,814,1227,0,2041
2012,Octubre,10,10/1/2012,Croacia,8,35,0,43
2012,Octubre,10,10/1/2012,Cuba,161,258,0,419
2012,Octubre,10,10/1/2012,Curazao,3,2,0,5
2012,Octubre,10,10/1/2012,Republica Checa,23,54,0,77
2012,Octubre,10,10/1/2012,Chile,2819,4208,0,7027
2012,Octubre,10,10/1/2012,China,215,604,0,819
2012,Octubre,10,10/1/2012,Chipre,2,4,0,6
2012,Octubre,10,10/1/2012,Dinamarca,68,139,0,207
2012,Octubre,10,10/1/2012,Dominica,2,3,0,5
2012,Octubre,10,10/1/2012,Ecuador,3682,6108,0,9790
2012,Octubre,10,10/1/2012,Egipto,6,15,0,21
2012,Octubre,10,10/1/2012,El Salvador,487,784,0,1271
2012,Octubre,10,10/1/2012,Emiratos Árabes,0,1,0,1
2012,Octubre,10,10/1/2012,Eritrea,0,1,0,1
2012,Octubre,10,10/1/2012,Eslovaquia,10,10,0,20
2012,Octubre,10,10/1/2012,Eslovenia,17,22,0,39
2012,Octubre,10,10/1/2012,Estados Unidos de America,6537,15410,0,21947
2012,Octubre,10,10/1/2012,Estonia,8,14,0,22
2012,Octubre,10,10/1/2012,Etiopia,3,2,0,5
2012,Octubre,10,10/1/2012,Filipinas,23,193,0,216
2012,Octubre,10,10/1/2012,Finlandia,51,97,0,148
2012,Octubre,10,10/1/2012,Francia,1044,2033,0,3077
2012,Octubre,10,10/1/2012,Gabon,1,2,0,3
2012,Octubre,10,10/1/2012,Georgia,1,0,0,1
2012,Octubre,10,10/1/2012,Ghana,1,3,0,4
2012,Octubre,10,10/1/2012,Granada,0,1,0,1
2012,Octubre,10,10/1/2012,Grecia,14,69,0,83
2012,Octubre,10,10/1/2012,Guatemala,309,630,0,939
2012,Octubre,10,10/1/2012,Guyana,6,14,0,20
2012,Octubre,10,10/1/2012,Guayana Francesa/Departamento de Ultramar Frances,0,1,0,1
2012,Octubre,10,10/1/2012,Haiti,6,76,0,82
2012,Octubre,10,10/1/2012,Honduras,174,320,0,494
2012,Octubre,10,10/1/2012,Hong Kong,0,1,0,1
2012,Octubre,10,10/1/2012,Hungria,13,27,0,40
2012,Octubre,10,10/1/2012,India,37,289,0,326
2012,Octubre,10,10/1/2012,Indonesia,9,27,0,36
2012,Octubre,10,10/1/2012,Iraq,7,5,0,12
2012,Octubre,10,10/1/2012,Iran,6,14,0,20
2012,Octubre,10,10/1/2012,Republica de Irlanda,59,139,0,198
2012,Octubre,10,10/1/2012,Islandia,6,15,0,21
2012,Octubre,10,10/1/2012,Isla de Man,68,177,0,245
2012,Octubre,10,10/1/2012,Isla Johnston,0,2,0,2
2012,Octubre,10,10/1/2012,Israel,100,524,0,624
2012,Octubre,10,10/1/2012,Islas Aland/Provincia de Finlandia,0,2,0,2
2012,Octubre,10,10/1/2012,Italia,484,1851,0,2335
2012,Octubre,10,10/1/2012,Islas del Canal,0,1,0,1
2012,Octubre,10,10/1/2012,Jamaica,18,39,0,57
2012,Octubre,10,10/1/2012,Japon,101,528,0,629
2012,Octubre,10,10/1/2012,Jordania,1,7,0,8
2012,Octubre,10,10/1/2012,Kazajistan,0,6,0,6
2012,Octubre,10,10/1/2012,Kenia,5,18,0,23
2012,Octubre,10,10/1/2012,Kirguistan,1,1,0,2
2012,Octubre,10,10/1/2012,Letonia,2,12,0,14
2012,Octubre,10,10/1/2012,Lituania,13,15,0,28
2012,Octubre,10,10/1/2012,Libano,21,44,0,65
2012,Octubre,10,10/1/2012,Libia,0,1,0,1
2012,Octubre,10,10/1/2012,Liechtenstein,0,2,0,2
2012,Octubre,10,10/1/2012,Luxemburgo,3,13,0,16
2012,Octubre,10,10/1/2012,Macedonia,0,1,0,1
2012,Octubre,10,10/1/2012,Madagascar,1,2,0,3
2012,Octubre,10,10/1/2012,Malasia,15,20,0,35
2012,Octubre,10,10/1/2012,Malawi,0,1,0,1
2012,Octubre,10,10/1/2012,Mali,0,1,0,1
2012,Octubre,10,10/1/2012,Malta,2,0,0,2
2012,Octubre,10,10/1/2012,Marruecos,3,7,0,10
2012,Octubre,10,10/1/2012,Mauricio,1,1,0,2
2012,Octubre,10,10/1/2012,Mexico,2364,5540,0,7904
2012,Octubre,10,10/1/2012,Republica de Moldavia,3,1,0,4
2012,Octubre,10,10/1/2012,Mongolia,2,1,0,3
2012,Octubre,10,10/1/2012,Myanmar,0,1,0,1
2012,Octubre,10,10/1/2012,Namibia,1,4,0,5
2012,Octubre,10,10/1/2012,Nepal,1,1,0,2
2012,Octubre,10,10/1/2012,Nicaragua,106,125,0,231
2012,Octubre,10,10/1/2012,Nigeria,3,8,0,11
2012,Octubre,10,10/1/2012,Noruega,55,134,0,189
2012,Octubre,10,10/1/2012,Nueva Zelanda,67,110,0,177
2012,Octubre,10,10/1/2012,Pakistan,1,13,0,14
2012,Octubre,10,10/1/2012,Panama,957,1614,0,2571
2012,Octubre,10,10/1/2012,Paraguay,228,351,0,579
2012,Octubre,10,10/1/2012,Peru,3316,4735,0,8051
2012,Octubre,10,10/1/2012,Palestina,2,4,0,6
2012,Octubre,10,10/1/2012,Polonia,84,139,0,223
2012,Octubre,10,10/1/2012,Portugal,116,362,0,478
2012,Octubre,10,10/1/2012,Puerto Rico/Territorio de Estados Unidos,1,5,0,6
2012,Octubre,10,10/1/2012,Reino Unido de Gran Bretaña e Irlanda del Norte,517,1452,0,1969
2012,Octubre,10,10/1/2012,Republica CentroÁfricana,0,2,0,2
2012,Octubre,10,10/1/2012,Federacion de Rusia,152,288,0,440
2012,Octubre,10,10/1/2012,Republica Dominicana,335,510,0,845
2012,Octubre,10,10/1/2012,Rumania,39,67,0,106
2012,Octubre,10,10/1/2012,Rwanda,0,3,0,3
2012,Octubre,10,10/1/2012,San Cristobal y Nevis,0,1,0,1
2012,Octubre,10,10/1/2012,Samoa Estadounidense/Territorio no incorporado de Estados Unidos,0,1,0,1
2012,Octubre,10,10/1/2012,San  Vicente y las Granadinas,2,3,0,5
2012,Octubre,10,10/1/2012,Santa Lucia,12,6,0,18
2012,Octubre,10,10/1/2012,Santa Sede/Ciudad del Vaticano,0,1,0,1
2012,Octubre,10,10/1/2012,Senegal,4,4,0,8
2012,Octubre,10,10/1/2012,Serbia,3,7,0,10
2012,Octubre,10,10/1/2012,Singapur,9,15,0,24
2012,Octubre,10,10/1/2012,Republica Árabe Siria,0,5,0,5
2012,Octubre,10,10/1/2012,Sri Lanka,0,4,0,4
2012,Octubre,10,10/1/2012,Sudafrica,29,94,0,123
2012,Octubre,10,10/1/2012,Sudan,0,1,0,1
2012,Octubre,10,10/1/2012,Suecia,140,286,0,426
2012,Octubre,10,10/1/2012,Suiza,278,636,0,914
2012,Octubre,10,10/1/2012,Surinam,15,24,0,39
2012,Octubre,10,10/1/2012,Taiwan,36,76,0,112
2012,Octubre,10,10/1/2012,Tailandia,6,8,0,14
2012,Octubre,10,10/1/2012,Territorio Antartico Britanico/Territorio Britanico de Ultramar,0,1,0,1
2012,Octubre,10,10/1/2012,Tanzania,0,3,0,3
2012,Octubre,10,10/1/2012,Togo,0,2,0,2
2012,Octubre,10,10/1/2012,Trinidad y Tobago,18,122,0,140
2012,Octubre,10,10/1/2012,Tunez,1,1,0,2
2012,Octubre,10,10/1/2012,Turquia,48,94,0,142
2012,Octubre,10,10/1/2012,Ucrania,24,32,0,56
2012,Octubre,10,10/1/2012,Uganda,2,1,0,3
2012,Octubre,10,10/1/2012,Uruguay,276,489,0,765
2012,Octubre,10,10/1/2012,Venezuela,8052,10717,0,18769
2012,Octubre,10,10/1/2012,Vietnam,2,6,0,8
2012,Octubre,10,10/1/2012,Republica Árabe de Yemen,0,1,0,1
2012,Octubre,10,10/1/2012,Yugoslavia,1,0,0,1
2012,Octubre,10,10/1/2012,Zambia,0,1,0,1
2012,Octubre,10,10/1/2012,Zimbabue,1,0,0,1
2012,Octubre,10,10/1/2012,Desconocido,1,0,0,1
2012,Noviembre,11,11/1/2012,Afganistan,0,2,0,2
2012,Noviembre,11,11/1/2012,Albania,1,2,0,3
2012,Noviembre,11,11/1/2012,Alemania,1382,2398,0,3780
2012,Noviembre,11,11/1/2012,Andorra,0,12,0,12
2012,Noviembre,11,11/1/2012,Angola,1,0,0,1
2012,Noviembre,11,11/1/2012,Antigua y Barbuda,0,4,0,4
2012,Noviembre,11,11/1/2012,Paises Bajos,884,1607,0,2491
2012,Noviembre,11,11/1/2012,Arabia Saudita,1,3,0,4
2012,Noviembre,11,11/1/2012,Argelia,0,3,0,3
2012,Noviembre,11,11/1/2012,Argentina,3849,5158,0,9007
2012,Noviembre,11,11/1/2012,Republica de Armenia,2,1,0,3
2012,Noviembre,11,11/1/2012,Aruba,6,4,0,10
2012,Noviembre,11,11/1/2012,Australia,377,665,0,1042
2012,Noviembre,11,11/1/2012,Austria,132,280,0,412
2012,Noviembre,11,11/1/2012,Azerbaiyan,0,1,0,1
2012,Noviembre,11,11/1/2012,Bahamas,6,14,0,20
2012,Noviembre,11,11/1/2012,Bangladesh,1,1,0,2
2012,Noviembre,11,11/1/2012,Barbados,4,9,0,13
2012,Noviembre,11,11/1/2012,Republica de Belarus,4,3,0,7
2012,Noviembre,11,11/1/2012,Belgica,134,336,0,470
2012,Noviembre,11,11/1/2012,Belice,2,8,0,10
2012,Noviembre,11,11/1/2012,Benin,1,0,0,1
2012,Noviembre,11,11/1/2012,Bermudas/Territorio Britanico de Ultramar,1,2,0,3
2012,Noviembre,11,11/1/2012,Bolivia,425,639,0,1064
2012,Noviembre,11,11/1/2012,Bosnia y Herzegovina,0,2,0,2
2012,Noviembre,11,11/1/2012,Botsuana,2,0,0,2
2012,Noviembre,11,11/1/2012,Brasil,2384,4020,0,6404
2012,Noviembre,11,11/1/2012,Bulgaria,7,16,0,23
2012,Noviembre,11,11/1/2012,Burundi,0,2,0,2
2012,Noviembre,11,11/1/2012,Islas Caiman/Territorio Britanico de Ultramar,1,1,0,2
2012,Noviembre,11,11/1/2012,Camboya,1,3,0,4
2012,Noviembre,11,11/1/2012,Camerun,1,5,0,6
2012,Noviembre,11,11/1/2012,Canada,1028,2048,0,3076
2012,Noviembre,11,11/1/2012,España,2384,6552,0,8936
2012,Noviembre,11,11/1/2012,Republica Democratica del Congo,6,1,0,7
2012,Noviembre,11,11/1/2012,Republica de Corea,161,562,0,723
2012,Noviembre,11,11/1/2012,Costa de Marfil,1,1,0,2
2012,Noviembre,11,11/1/2012,Costa Rica,848,1189,0,2037
2012,Noviembre,11,11/1/2012,Croacia,2,35,0,37
2012,Noviembre,11,11/1/2012,Cuba,126,207,0,333
2012,Noviembre,11,11/1/2012,Curazao,13,11,0,24
2012,Noviembre,11,11/1/2012,Republica Checa,32,40,0,72
2012,Noviembre,11,11/1/2012,Chile,2340,3619,0,5959
2012,Noviembre,11,11/1/2012,China,182,566,0,748
2012,Noviembre,11,11/1/2012,Chipre,0,3,0,3
2012,Noviembre,11,11/1/2012,Dinamarca,94,156,0,250
2012,Noviembre,11,11/1/2012,Dominica,3,6,0,9
2012,Noviembre,11,11/1/2012,Ecuador,3950,5680,0,9630
2012,Noviembre,11,11/1/2012,Egipto,2,13,0,15
2012,Noviembre,11,11/1/2012,El Salvador,510,810,0,1320
2012,Noviembre,11,11/1/2012,Emiratos Árabes,1,3,0,4
2012,Noviembre,11,11/1/2012,Eslovaquia,21,20,0,41
2012,Noviembre,11,11/1/2012,Eslovenia,19,35,0,54
2012,Noviembre,11,11/1/2012,Estados Unidos de America,7818,16923,0,24741
2012,Noviembre,11,11/1/2012,Estonia,5,17,0,22
2012,Noviembre,11,11/1/2012,Etiopia,2,3,0,5
2012,Noviembre,11,11/1/2012,Islas Fiji,0,1,0,1
2012,Noviembre,11,11/1/2012,Filipinas,16,176,0,192
2012,Noviembre,11,11/1/2012,Finlandia,37,92,0,129
2012,Noviembre,11,11/1/2012,Francia,1043,2112,0,3155
2012,Noviembre,11,11/1/2012,Gabon,0,2,0,2
2012,Noviembre,11,11/1/2012,Georgia,2,5,0,7
2012,Noviembre,11,11/1/2012,Ghana,0,11,0,11
2012,Noviembre,11,11/1/2012,Granada,1,3,0,4
2012,Noviembre,11,11/1/2012,Grecia,31,78,0,109
2012,Noviembre,11,11/1/2012,Guatemala,329,720,0,1049
2012,Noviembre,11,11/1/2012,Guyana,4,17,0,21
2012,Noviembre,11,11/1/2012,Guinea Ecuatorial,0,1,0,1
2012,Noviembre,11,11/1/2012,Guayana Francesa/Departamento de Ultramar Frances,0,1,0,1
2012,Noviembre,11,11/1/2012,Haiti,13,31,0,44
2012,Noviembre,11,11/1/2012,Honduras,204,278,0,482
2012,Noviembre,11,11/1/2012,Hungria,20,32,0,52
2012,Noviembre,11,11/1/2012,India,34,284,0,318
2012,Noviembre,11,11/1/2012,Indonesia,4,70,0,74
2012,Noviembre,11,11/1/2012,Iraq,0,1,0,1
2012,Noviembre,11,11/1/2012,Iran,6,7,0,13
2012,Noviembre,11,11/1/2012,Republica de Irlanda,61,186,0,247
2012,Noviembre,11,11/1/2012,Islandia,8,13,0,21
2012,Noviembre,11,11/1/2012,Isla de Man,75,219,0,294
2012,Noviembre,11,11/1/2012,Isla Johnston,0,2,0,2
2012,Noviembre,11,11/1/2012,Israel,47,381,0,428
2012,Noviembre,11,11/1/2012,Italia,556,2068,0,2624
2012,Noviembre,11,11/1/2012,Islas del Canal,1,4,0,5
2012,Noviembre,11,11/1/2012,Jamaica,17,18,0,35
2012,Noviembre,11,11/1/2012,Islas Midway/Territorio no incorporado de Estados Unidos,0,1,0,1
2012,Noviembre,11,11/1/2012,Japon,146,562,0,708
2012,Noviembre,11,11/1/2012,Jordania,1,7,0,8
2012,Noviembre,11,11/1/2012,Kazajistan,3,1,0,4
2012,Noviembre,11,11/1/2012,Kenia,5,8,0,13
2012,Noviembre,11,11/1/2012,Kirguistan,2,0,0,2
2012,Noviembre,11,11/1/2012,Kuwait,0,2,0,2
2012,Noviembre,11,11/1/2012,Republica de Kosovo,0,1,0,1
2012,Noviembre,11,11/1/2012,Letonia,8,25,0,33
2012,Noviembre,11,11/1/2012,Lituania,6,8,0,14
2012,Noviembre,11,11/1/2012,Libano,21,35,0,56
2012,Noviembre,11,11/1/2012,Liberia,3,1,0,4
2012,Noviembre,11,11/1/2012,Libia,0,1,0,1
2012,Noviembre,11,11/1/2012,Liechtenstein,1,2,0,3
2012,Noviembre,11,11/1/2012,Luxemburgo,3,9,0,12
2012,Noviembre,11,11/1/2012,Macedonia,5,1,0,6
2012,Noviembre,11,11/1/2012,Madagascar,6,0,0,6
2012,Noviembre,11,11/1/2012,Malasia,13,20,0,33
2012,Noviembre,11,11/1/2012,Malawi,0,1,0,1
2012,Noviembre,11,11/1/2012,Mali,1,2,0,3
2012,Noviembre,11,11/1/2012,Malta,0,2,0,2
2012,Noviembre,11,11/1/2012,Marruecos,0,5,0,5
2012,Noviembre,11,11/1/2012,Mauricio,0,1,0,1
2012,Noviembre,11,11/1/2012,Mauritania,0,1,0,1
2012,Noviembre,11,11/1/2012,Mexico,2223,5155,0,7378
2012,Noviembre,11,11/1/2012,Republica de Moldavia,0,1,0,1
2012,Noviembre,11,11/1/2012,Monaco,0,2,0,2
2012,Noviembre,11,11/1/2012,Montenegro,0,1,0,1
2012,Noviembre,11,11/1/2012,Montserrat/Territorio Britanico de Ultramar,1,1,0,2
2012,Noviembre,11,11/1/2012,Mozambique,1,1,0,2
2012,Noviembre,11,11/1/2012,Namibia,2,1,0,3
2012,Noviembre,11,11/1/2012,Nepal,1,3,0,4
2012,Noviembre,11,11/1/2012,Nicaragua,70,101,0,171
2012,Noviembre,11,11/1/2012,Nigeria,3,5,0,8
2012,Noviembre,11,11/1/2012,Niger,0,1,0,1
2012,Noviembre,11,11/1/2012,Noruega,79,145,0,224
2012,Noviembre,11,11/1/2012,Nueva Zelanda,49,94,0,143
2012,Noviembre,11,11/1/2012,Oman,0,1,0,1
2012,Noviembre,11,11/1/2012,Papua Nueva Guinea,0,1,0,1
2012,Noviembre,11,11/1/2012,Pakistan,3,18,0,21
2012,Noviembre,11,11/1/2012,Panama,1118,1763,0,2881
2012,Noviembre,11,11/1/2012,Paraguay,180,159,0,339
2012,Noviembre,11,11/1/2012,Peru,3265,4430,0,7695
2012,Noviembre,11,11/1/2012,Palestina,0,1,0,1
2012,Noviembre,11,11/1/2012,Polonia,127,148,0,275
2012,Noviembre,11,11/1/2012,Portugal,96,317,0,413
2012,Noviembre,11,11/1/2012,Polinesia Francesa/Colectividad de Ultramar Francesa,0,1,0,1
2012,Noviembre,11,11/1/2012,Puerto Rico/Territorio de Estados Unidos,4,2,0,6
2012,Noviembre,11,11/1/2012,Qatar,1,2,0,3
2012,Noviembre,11,11/1/2012,Reino Unido de Gran Bretaña e Irlanda del Norte,563,1389,0,1952
2012,Noviembre,11,11/1/2012,Republica CentroÁfricana,1,3,0,4
2012,Noviembre,11,11/1/2012,Federacion de Rusia,155,215,0,370
2012,Noviembre,11,11/1/2012,Republica Dominicana,436,596,0,1032
2012,Noviembre,11,11/1/2012,Rumania,40,75,0,115
2012,Noviembre,11,11/1/2012,San Cristobal y Nevis,2,2,0,4
2012,Noviembre,11,11/1/2012,San  Vicente y las Granadinas,0,2,0,2
2012,Noviembre,11,11/1/2012,Santa Lucia,4,5,0,9
2012,Noviembre,11,11/1/2012,Senegal,0,1,0,1
2012,Noviembre,11,11/1/2012,Serbia,2,7,0,9
2012,Noviembre,11,11/1/2012,Singapur,16,24,0,40
2012,Noviembre,11,11/1/2012,Republica Árabe Siria,0,6,0,6
2012,Noviembre,11,11/1/2012,Sri Lanka,1,2,0,3
2012,Noviembre,11,11/1/2012,Sudafrica,27,110,0,137
2012,Noviembre,11,11/1/2012,Sudan,3,1,0,4
2012,Noviembre,11,11/1/2012,Suecia,195,309,0,504
2012,Noviembre,11,11/1/2012,Suiza,306,598,0,904
2012,Noviembre,11,11/1/2012,Surinam,25,33,0,58
2012,Noviembre,11,11/1/2012,Taiwan,37,75,0,112
2012,Noviembre,11,11/1/2012,Tailandia,8,5,0,13
2012,Noviembre,11,11/1/2012,Tibet/Region Autonoma de China,0,1,0,1
2012,Noviembre,11,11/1/2012,Territorio Antartico Britanico/Territorio Britanico de Ultramar,0,6,0,6
2012,Noviembre,11,11/1/2012,Tanzania,1,1,0,2
2012,Noviembre,11,11/1/2012,Togo,0,1,0,1
2012,Noviembre,11,11/1/2012,Trinidad y Tobago,16,82,0,98
2012,Noviembre,11,11/1/2012,Tunez,1,2,0,3
2012,Noviembre,11,11/1/2012,Turquia,21,67,0,88
2012,Noviembre,11,11/1/2012,Ucrania,17,38,0,55
2012,Noviembre,11,11/1/2012,Uganda,3,1,0,4
2012,Noviembre,11,11/1/2012,Uruguay,273,452,0,725
2012,Noviembre,11,11/1/2012,Venezuela,7997,10855,0,18852
2012,Noviembre,11,11/1/2012,Vietnam,0,5,0,5
2012,Noviembre,11,11/1/2012,Republica Árabe de Yemen,0,3,0,3
2012,Noviembre,11,11/1/2012,Yugoslavia,2,1,0,3
2012,Noviembre,11,11/1/2012,Zambia,0,1,0,1
2012,Noviembre,11,11/1/2012,Zimbabue,1,6,0,7
2012,Noviembre,11,11/1/2012,Desconocido,1,3,0,4
2012,Diciembre,12,12/1/2012,Afganistan,0,1,0,1
2012,Diciembre,12,12/1/2012,Albania,2,4,0,6
2012,Diciembre,12,12/1/2012,Alemania,1680,2625,0,4305
2012,Diciembre,12,12/1/2012,Andorra,1,8,0,9
2012,Diciembre,12,12/1/2012,Angola,0,1,0,1
2012,Diciembre,12,12/1/2012,Antigua y Barbuda,0,1,0,1
2012,Diciembre,12,12/1/2012,Paises Bajos,1048,1923,0,2971
2012,Diciembre,12,12/1/2012,Arabia Saudita,1,14,0,15
2012,Diciembre,12,12/1/2012,Argelia,3,2,0,5
2012,Diciembre,12,12/1/2012,Argentina,3756,4976,0,8732
2012,Diciembre,12,12/1/2012,Republica de Armenia,3,0,0,3
2012,Diciembre,12,12/1/2012,Aruba,4,4,0,8
2012,Diciembre,12,12/1/2012,Australia,530,865,0,1395
2012,Diciembre,12,12/1/2012,Austria,167,288,0,455
2012,Diciembre,12,12/1/2012,Azerbaiyan,1,2,0,3
2012,Diciembre,12,12/1/2012,Bahamas,4,11,0,15
2012,Diciembre,12,12/1/2012,Bangladesh,0,2,0,2
2012,Diciembre,12,12/1/2012,Barbados,3,4,0,7
2012,Diciembre,12,12/1/2012,Republica de Belarus,2,1,0,3
2012,Diciembre,12,12/1/2012,Belgica,185,418,0,603
2012,Diciembre,12,12/1/2012,Belice,6,11,0,17
2012,Diciembre,12,12/1/2012,Bermudas/Territorio Britanico de Ultramar,1,7,0,8
2012,Diciembre,12,12/1/2012,Bolivia,460,542,0,1002
2012,Diciembre,12,12/1/2012,Bosnia y Herzegovina,0,2,0,2
2012,Diciembre,12,12/1/2012,Brasil,2800,3527,0,6327
2012,Diciembre,12,12/1/2012,Bulgaria,11,15,0,26
2012,Diciembre,12,12/1/2012,Cabo Verde,1,0,0,1
2012,Diciembre,12,12/1/2012,Islas Caiman/Territorio Britanico de Ultramar,14,26,0,40
2012,Diciembre,12,12/1/2012,Camboya,2,0,0,2
2012,Diciembre,12,12/1/2012,Camerun,1,2,0,3
2012,Diciembre,12,12/1/2012,Canada,1978,3078,0,5056
2012,Diciembre,12,12/1/2012,España,2690,5609,0,8299
2012,Diciembre,12,12/1/2012,Republica Democratica del Congo,0,1,0,1
2012,Diciembre,12,12/1/2012,Republica de Corea,193,439,0,632
2012,Diciembre,12,12/1/2012,Costa de Marfil,1,1,0,2
2012,Diciembre,12,12/1/2012,Costa Rica,1253,1431,0,2684
2012,Diciembre,12,12/1/2012,Croacia,12,29,0,41
2012,Diciembre,12,12/1/2012,Cuba,141,245,0,386
2012,Diciembre,12,12/1/2012,Curazao,14,13,0,27
2012,Diciembre,12,12/1/2012,Republica Checa,41,50,0,91
2012,Diciembre,12,12/1/2012,Chile,2194,3528,0,5722
2012,Diciembre,12,12/1/2012,China,165,385,0,550
2012,Diciembre,12,12/1/2012,Chipre,1,7,0,8
2012,Diciembre,12,12/1/2012,Dinamarca,74,158,0,232
2012,Diciembre,12,12/1/2012,Dominica,5,2,0,7
2012,Diciembre,12,12/1/2012,Ecuador,4169,6083,0,10252
2012,Diciembre,12,12/1/2012,Egipto,8,23,0,31
2012,Diciembre,12,12/1/2012,El Salvador,362,611,0,973
2012,Diciembre,12,12/1/2012,Emiratos Árabes,0,7,0,7
2012,Diciembre,12,12/1/2012,Eritrea,0,1,0,1
2012,Diciembre,12,12/1/2012,Eslovaquia,12,23,0,35
2012,Diciembre,12,12/1/2012,Eslovenia,7,24,0,31
2012,Diciembre,12,12/1/2012,Estados Unidos de America,12853,22429,0,35282
2012,Diciembre,12,12/1/2012,Estonia,6,11,0,17
2012,Diciembre,12,12/1/2012,Etiopia,1,2,0,3
2012,Diciembre,12,12/1/2012,Filipinas,11,163,0,174
2012,Diciembre,12,12/1/2012,Finlandia,67,109,0,176
2012,Diciembre,12,12/1/2012,Francia,1287,2396,0,3683
2012,Diciembre,12,12/1/2012,Gabon,0,1,0,1
2012,Diciembre,12,12/1/2012,Gambia,0,1,0,1
2012,Diciembre,12,12/1/2012,Georgia,0,1,0,1
2012,Diciembre,12,12/1/2012,Ghana,1,6,0,7
2012,Diciembre,12,12/1/2012,Granada,0,1,0,1
2012,Diciembre,12,12/1/2012,Grecia,32,73,0,105
2012,Diciembre,12,12/1/2012,Guatemala,310,538,0,848
2012,Diciembre,12,12/1/2012,Guyana,6,12,0,18
2012,Diciembre,12,12/1/2012,Guinea Bissau,0,2,0,2
2012,Diciembre,12,12/1/2012,Haiti,18,26,0,44
2012,Diciembre,12,12/1/2012,Honduras,165,263,0,428
2012,Diciembre,12,12/1/2012,Hungria,21,30,0,51
2012,Diciembre,12,12/1/2012,India,34,279,0,313
2012,Diciembre,12,12/1/2012,Indonesia,11,26,0,37
2012,Diciembre,12,12/1/2012,Iran,13,24,0,37
2012,Diciembre,12,12/1/2012,Republica de Irlanda,80,159,0,239
2012,Diciembre,12,12/1/2012,Islandia,10,15,0,25
2012,Diciembre,12,12/1/2012,Isla de Man,104,261,0,365
2012,Diciembre,12,12/1/2012,Isla Johnston,1,0,0,1
2012,Diciembre,12,12/1/2012,Israel,79,373,0,452
2012,Diciembre,12,12/1/2012,Islas Aland/Provincia de Finlandia,0,1,0,1
2012,Diciembre,12,12/1/2012,Italia,718,2127,0,2845
2012,Diciembre,12,12/1/2012,Islas del Canal,0,3,0,3
