year,month,month_num,date,nationality,female,male,undefined,total
2012,Enero,1,1/1/2012,Islas Alboran y Perejil,1,0,0,1
2012,Enero,1,1/1/2012,Albania,1,2,0,3
2012,Enero,1,1/1/2012,Alemania,1396,2439,0,3835
2012,Enero,1,1/1/2012,Andorra,6,11,0,17
2012,Enero,1,1/1/2012,Angola,1,1,0,2
2012,Enero,1,1/1/2012,Antigua y Barbuda,1,1,0,2
2012,Enero,1,1/1/2012,Paises Bajos,798,1418,0,2216
2012,Enero,1,1/1/2012,Argelia,3,4,0,7
2012,Enero,1,1/1/2012,Argentina,5696,6082,0,11778
2012,Enero,1,1/1/2012,Aruba,0,2,0,2
2012,Enero,1,1/1/2012,Australia,379,678,0,1057
2012,Enero,1,1/1/2012,Austria,151,328,0,479
2012,Enero,1,1/1/2012,Azerbaiyan,1,2,0,3
2012,Enero,1,1/1/2012,Bahamas,2,5,0,7
2012,Enero,1,1/1/2012,Bahrein,0,1,0,1
2012,Enero,1,1/1/2012,Bangladesh,0,1,0,1
2012,Enero,1,1/1/2012,Barbados,3,3,0,6
2012,Enero,1,1/1/2012,Republica de Belarus,5,5,0,10
2012,Enero,1,1/1/2012,Belgica,172,380,0,552
2012,Enero,1,1/1/2012,Belice,9,11,0,20
2012,Enero,1,1/1/2012,Bermudas/Territorio Britanico de Ultramar,0,2,0,2
2012,Enero,1,1/1/2012,Bolivia,404,512,0,916
2012,Enero,1,1/1/2012,Bosnia y Herzegovina,0,1,0,1
2012,Enero,1,1/1/2012,Botsuana,0,1,0,1
2012,Enero,1,1/1/2012,Brasil,4231,5579,0,9810
2012,Enero,1,1/1/2012,Bulgaria,8,13,0,21
2012,Enero,1,1/1/2012,Burkina Faso,1,0,0,1
2012,Enero,1,1/1/2012,Islas Caiman/Territorio Britanico de Ultramar,2,8,0,10
2012,Enero,1,1/1/2012,Camerun,1,2,0,3
2012,Enero,1,1/1/2012,Canada,2785,3644,0,6429
2012,Enero,1,1/1/2012,Chad,0,2,0,2
2012,Enero,1,1/1/2012,España,2381,5165,0,7546
2012,Enero,1,1/1/2012,Republica Democratica del Congo,0,3,0,3
2012,Enero,1,1/1/2012,Republica de Corea,145,344,0,489
2012,Enero,1,1/1/2012,Costa de Marfil,1,1,0,2
2012,Enero,1,1/1/2012,Costa Rica,960,1107,0,2067
2012,Enero,1,1/1/2012,Croacia,11,18,0,29
2012,Enero,1,1/1/2012,Cuba,172,282,0,454
2012,Enero,1,1/1/2012,Curazao,1,1,0,2
2012,Enero,1,1/1/2012,Republica Checa,54,82,0,136
2012,Enero,1,1/1/2012,Chile,2251,3278,0,5529
2012,Enero,1,1/1/2012,China,113,264,0,377
2012,Enero,1,1/1/2012,Chipre,1,2,0,3
2012,Enero,1,1/1/2012,Dinamarca,72,171,0,243
2012,Enero,1,1/1/2012,Dominica,1,5,0,6
2012,Enero,1,1/1/2012,Ecuador,3068,4894,0,7962
2012,Enero,1,1/1/2012,Egipto,0,9,0,9
2012,Enero,1,1/1/2012,El Salvador,373,554,0,927
2012,Enero,1,1/1/2012,Eslovaquia,16,37,0,53
2012,Enero,1,1/1/2012,Eslovenia,35,43,0,78
2012,Enero,1,1/1/2012,Estados Unidos de America,6889,14798,0,21687
2012,Enero,1,1/1/2012,Estonia,10,14,0,24
2012,Enero,1,1/1/2012,Etiopia,0,2,0,2
2012,Enero,1,1/1/2012,Filipinas,28,146,0,174
2012,Enero,1,1/1/2012,Finlandia,270,289,0,559
2012,Enero,1,1/1/2012,Francia,1319,2117,0,3436
2012,Enero,1,1/1/2012,Gabon,0,1,0,1
2012,Enero,1,1/1/2012,Georgia,1,0,0,1
2012,Enero,1,1/1/2012,Ghana,0,5,0,5
2012,Enero,1,1/1/2012,Granada,0,1,0,1
2012,Enero,1,1/1/2012,Grecia,13,97,0,110
2012,Enero,1,1/1/2012,Guatemala,209,405,0,614
2012,Enero,1,1/1/2012,Guyana,3,2,0,5
2012,Enero,1,1/1/2012,Guinea,1,0,0,1
2012,Enero,1,1/1/2012,Guinea Ecuatorial,0,1,0,1
2012,Enero,1,1/1/2012,Guayana Francesa/Departamento de Ultramar Frances,0,1,0,1
2012,Enero,1,1/1/2012,Haiti,7,24,0,31
2012,Enero,1,1/1/2012,Honduras,127,219,0,346
2012,Enero,1,1/1/2012,Hungria,43,59,0,102
2012,Enero,1,1/1/2012,India,41,239,0,280
2012,Enero,1,1/1/2012,Indonesia,17,16,0,33
2012,Enero,1,1/1/2012,Iran,3,14,0,17
2012,Enero,1,1/1/2012,Republica de Irlanda,63,162,0,225
2012,Enero,1,1/1/2012,Islandia,9,6,0,15
2012,Enero,1,1/1/2012,Isla de Man,88,206,0,294
2012,Enero,1,1/1/2012,Isla Johnston,0,2,0,2
2012,Enero,1,1/1/2012,Israel,99,459,0,558
2012,Enero,1,1/1/2012,Islas Aland/Provincia de Finlandia,1,0,0,1
2012,Enero,1,1/1/2012,Isla Wake,0,1,0,1
2012,Enero,1,1/1/2012,Italia,726,2431,0,3157
2012,Enero,1,1/1/2012,Islas del Canal,0,1,0,1
2012,Enero,1,1/1/2012,Jamaica,22,24,0,46
2012,Enero,1,1/1/2012,Islas Marianas del Norte,0,1,0,1
2012,Enero,1,1/1/2012,Japon,150,493,0,643
2012,Enero,1,1/1/2012,Jordania,1,1,0,2
2012,Enero,1,1/1/2012,Kazajistan,1,1,0,2
2012,Enero,1,1/1/2012,Kenia,7,14,0,21
2012,Enero,1,1/1/2012,Kuwait,0,1,0,1
2012,Enero,1,1/1/2012,Letonia,13,10,0,23
2012,Enero,1,1/1/2012,Lituania,7,12,0,19
2012,Enero,1,1/1/2012,Libano,14,39,0,53
2012,Enero,1,1/1/2012,Libia,0,1,0,1
2012,Enero,1,1/1/2012,Liechtenstein,1,4,0,5
2012,Enero,1,1/1/2012,Luxemburgo,1,9,0,10
2012,Enero,1,1/1/2012,Macedonia,0,1,0,1
2012,Enero,1,1/1/2012,Malasia,13,17,0,30
2012,Enero,1,1/1/2012,Malta,2,3,0,5
2012,Enero,1,1/1/2012,Marruecos,2,6,0,8
2012,Enero,1,1/1/2012,Mauricio,1,2,0,3
2012,Enero,1,1/1/2012,Mexico,1959,4197,0,6156
2012,Enero,1,1/1/2012,Republica de Moldavia,3,0,0,3
2012,Enero,1,1/1/2012,Monaco,1,1,0,2
2012,Enero,1,1/1/2012,Myanmar,1,0,0,1
2012,Enero,1,1/1/2012,Namibia,0,1,0,1
2012,Enero,1,1/1/2012,Nepal,0,4,0,4
2012,Enero,1,1/1/2012,Nicaragua,59,75,0,134
2012,Enero,1,1/1/2012,Nigeria,2,15,0,17
2012,Enero,1,1/1/2012,Noruega,89,182,0,271
2012,Enero,1,1/1/2012,Nueva Zelanda,47,86,0,133
2012,Enero,1,1/1/2012,Pakistan,1,19,0,20
2012,Enero,1,1/1/2012,Panama,970,1430,0,2400
2012,Enero,1,1/1/2012,Paraguay,111,127,0,238
2012,Enero,1,1/1/2012,Peru,2627,3954,0,6581
2012,Enero,1,1/1/2012,Palestina,2,3,0,5
2012,Enero,1,1/1/2012,Polonia,110,167,0,277
2012,Enero,1,1/1/2012,Portugal,96,295,0,391
2012,Enero,1,1/1/2012,Puerto Rico/Territorio de Estados Unidos,0,1,0,1
2012,Enero,1,1/1/2012,Reino Unido de Gran Bretaña e Irlanda del Norte,603,1502,0,2105
2012,Enero,1,1/1/2012,Republica CentroÁfricana,0,1,0,1
2012,Enero,1,1/1/2012,Federacion de Rusia,296,405,0,701
2012,Enero,1,1/1/2012,Republica Dominicana,237,430,0,667
2012,Enero,1,1/1/2012,Republica Democratica Popular de Corea,1,1,0,2
2012,Enero,1,1/1/2012,Rumania,31,65,0,96
2012,Enero,1,1/1/2012,Rwanda,1,1,0,2
2012,Enero,1,1/1/2012,San Marino,0,3,0,3
2012,Enero,1,1/1/2012,San  Vicente y las Granadinas,0,2,0,2
2012,Enero,1,1/1/2012,Santa Lucia,2,3,0,5
2012,Enero,1,1/1/2012,Santa Sede/Ciudad del Vaticano,0,2,0,2
2012,Enero,1,1/1/2012,Santo Tome y Principe,0,1,0,1
2012,Enero,1,1/1/2012,Senegal,1,0,0,1
2012,Enero,1,1/1/2012,Serbia,2,7,0,9
2012,Enero,1,1/1/2012,Sierra Leona,0,1,0,1
2012,Enero,1,1/1/2012,Singapur,9,16,0,25
2012,Enero,1,1/1/2012,Republica Árabe Siria,1,5,0,6
2012,Enero,1,1/1/2012,Sri Lanka,0,2,0,2
2012,Enero,1,1/1/2012,Sudafrica,30,84,0,114
2012,Enero,1,1/1/2012,Sudan,2,2,0,4
2012,Enero,1,1/1/2012,Suecia,245,389,0,634
2012,Enero,1,1/1/2012,Suiza,408,667,0,1075
2012,Enero,1,1/1/2012,Surinam,16,20,0,36
2012,Enero,1,1/1/2012,Taiwan,47,46,0,93
2012,Enero,1,1/1/2012,Tailandia,5,3,0,8
2012,Enero,1,1/1/2012,Territorio Antartico Britanico/Territorio Britanico de Ultramar,1,7,0,8
2012,Enero,1,1/1/2012,Tanzania,1,2,0,3
2012,Enero,1,1/1/2012,Republica Democratica de Timor Oriental,0,1,0,1
2012,Enero,1,1/1/2012,Togo,0,1,0,1
2012,Enero,1,1/1/2012,Trinidad y Tobago,23,60,0,83
2012,Enero,1,1/1/2012,Tunez,0,2,0,2
2012,Enero,1,1/1/2012,Turkmenistan,1,0,0,1
2012,Enero,1,1/1/2012,Turquia,26,115,0,141
2012,Enero,1,1/1/2012,Ucrania,31,30,0,61
2012,Enero,1,1/1/2012,Uganda,2,7,0,9
2012,Enero,1,1/1/2012,Uruguay,301,403,0,704
2012,Enero,1,1/1/2012,Uzbekistan,0,1,0,1
2012,Enero,1,1/1/2012,Venezuela,9716,11543,0,21259
2012,Enero,1,1/1/2012,Vietnam,1,1,0,2
2012,Enero,1,1/1/2012,Yugoslavia,1,3,0,4
2012,Enero,1,1/1/2012,Zimbabue,0,2,0,2
2012,Enero,1,1/1/2012,Desconocido,0,1,0,1
2012,Febrero,2,2/1/2012,Albania,0,1,0,1
2012,Febrero,2,2/1/2012,Alemania,1483,2473,0,3956
2012,Febrero,2,2/1/2012,Andorra,1,4,0,5
2012,Febrero,2,2/1/2012,Angola,4,0,0,4
2012,Febrero,2,2/1/2012,Antigua y Barbuda,1,2,0,3
2012,Febrero,2,2/1/2012,Paises Bajos,818,1397,0,2215
2012,Febrero,2,2/1/2012,Arabia Saudita,0,3,0,3
2012,Febrero,2,2/1/2012,Argelia,0,2,0,2
2012,Febrero,2,2/1/2012,Argentina,4364,5728,0,10092
2012,Febrero,2,2/1/2012,Republica de Armenia,0,5,0,5
2012,Febrero,2,2/1/2012,Aruba,0,2,0,2
2012,Febrero,2,2/1/2012,Australia,291,553,0,844
2012,Febrero,2,2/1/2012,Austria,160,286,0,446
2012,Febrero,2,2/1/2012,Azerbaiyan,2,0,0,2
2012,Febrero,2,2/1/2012,Bahamas,6,17,0,23
2012,Febrero,2,2/1/2012,Bahrein,1,0,0,1
2012,Febrero,2,2/1/2012,Bangladesh,0,3,0,3
2012,Febrero,2,2/1/2012,Barbados,5,4,0,9
2012,Febrero,2,2/1/2012,Republica de Belarus,5,1,0,6
2012,Febrero,2,2/1/2012,Belgica,143,371,0,514
2012,Febrero,2,2/1/2012,Belice,2,7,0,9
2012,Febrero,2,2/1/2012,Benin,2,2,0,4
2012,Febrero,2,2/1/2012,Bolivia,303,473,0,776
2012,Febrero,2,2/1/2012,Bosnia y Herzegovina,0,3,0,3
2012,Febrero,2,2/1/2012,Brasil,3326,4502,0,7828
2012,Febrero,2,2/1/2012,Bulgaria,7,8,0,15
2012,Febrero,2,2/1/2012,Burundi,0,1,0,1
2012,Febrero,2,2/1/2012,Islas Caiman/Territorio Britanico de Ultramar,1,0,0,1
2012,Febrero,2,2/1/2012,Camboya,0,2,0,2
2012,Febrero,2,2/1/2012,Camerun,1,2,0,3
2012,Febrero,2,2/1/2012,Canada,2489,3307,0,5796
2012,Febrero,2,2/1/2012,España,2088,5237,0,7325
2012,Febrero,2,2/1/2012,Republica Democratica del Congo,3,1,0,4
2012,Febrero,2,2/1/2012,Republica de Corea,115,447,0,562
2012,Febrero,2,2/1/2012,Costa de Marfil,1,0,0,1
2012,Febrero,2,2/1/2012,Costa Rica,703,981,0,1684
2012,Febrero,2,2/1/2012,Croacia,5,39,0,44
2012,Febrero,2,2/1/2012,Cuba,99,239,0,338
2012,Febrero,2,2/1/2012,Curazao,1,3,0,4
2012,Febrero,2,2/1/2012,Republica Checa,35,66,0,101
2012,Febrero,2,2/1/2012,Chile,3625,4281,0,7906
2012,Febrero,2,2/1/2012,China,151,470,0,621
2012,Febrero,2,2/1/2012,Chipre,0,1,0,1
2012,Febrero,2,2/1/2012,Dinamarca,58,156,0,214
2012,Febrero,2,2/1/2012,Republica de Yibuti,0,1,0,1
2012,Febrero,2,2/1/2012,Dominica,5,5,0,10
2012,Febrero,2,2/1/2012,Ecuador,4036,5379,0,9415
2012,Febrero,2,2/1/2012,Egipto,5,19,0,24
2012,Febrero,2,2/1/2012,El Salvador,437,647,0,1084
2012,Febrero,2,2/1/2012,Emiratos Árabes,1,3,0,4
2012,Febrero,2,2/1/2012,Eslovaquia,20,18,0,38
2012,Febrero,2,2/1/2012,Eslovenia,19,29,0,48
2012,Febrero,2,2/1/2012,Estados Unidos de America,8240,17133,0,25373
2012,Febrero,2,2/1/2012,Estonia,24,20,0,44
2012,Febrero,2,2/1/2012,Etiopia,0,3,0,3
2012,Febrero,2,2/1/2012,Filipinas,21,216,0,237
2012,Febrero,2,2/1/2012,Finlandia,229,252,0,481
2012,Febrero,2,2/1/2012,Francia,1256,2108,0,3364
2012,Febrero,2,2/1/2012,Gabon,0,1,0,1
2012,Febrero,2,2/1/2012,Gambia,0,1,0,1
2012,Febrero,2,2/1/2012,Ghana,2,6,0,8
2012,Febrero,2,2/1/2012,Granada,1,2,0,3
2012,Febrero,2,2/1/2012,Grecia,33,80,0,113
2012,Febrero,2,2/1/2012,Guatemala,177,523,0,700
2012,Febrero,2,2/1/2012,Guyana,2,12,0,14
2012,Febrero,2,2/1/2012,Haiti,1,16,0,17
2012,Febrero,2,2/1/2012,Honduras,147,238,0,385
2012,Febrero,2,2/1/2012,Hungria,42,45,0,87
2012,Febrero,2,2/1/2012,India,26,342,0,368
2012,Febrero,2,2/1/2012,Indonesia,9,22,0,31
2012,Febrero,2,2/1/2012,Iran,4,16,0,20
2012,Febrero,2,2/1/2012,Republica de Irlanda,56,112,0,168
2012,Febrero,2,2/1/2012,Islandia,9,13,0,22
2012,Febrero,2,2/1/2012,Isla de Man,65,218,0,283
2012,Febrero,2,2/1/2012,Isla Johnston,2,1,0,3
2012,Febrero,2,2/1/2012,Israel,128,573,0,701
2012,Febrero,2,2/1/2012,Islas Aland/Provincia de Finlandia,0,1,0,1
2012,Febrero,2,2/1/2012,Isla Wake,1,0,0,1
2012,Febrero,2,2/1/2012,Italia,621,2029,0,2650
2012,Febrero,2,2/1/2012,Jamaica,14,26,0,40
2012,Febrero,2,2/1/2012,Islas Salomon,1,0,0,1
2012,Febrero,2,2/1/2012,Papua Occidental,1,0,0,1
2012,Febrero,2,2/1/2012,Japon,186,500,0,686
2012,Febrero,2,2/1/2012,Jordania,2,4,0,6
2012,Febrero,2,2/1/2012,Kazajistan,4,1,0,5
2012,Febrero,2,2/1/2012,Kenia,0,16,0,16
2012,Febrero,2,2/1/2012,Kirguistan,0,1,0,1
2012,Febrero,2,2/1/2012,Kuwait,1,0,0,1
2012,Febrero,2,2/1/2012,Republica de Kosovo,1,0,0,1
2012,Febrero,2,2/1/2012,Lesoto,0,1,0,1
2012,Febrero,2,2/1/2012,Letonia,6,4,0,10
2012,Febrero,2,2/1/2012,Lituania,16,15,0,31
2012,Febrero,2,2/1/2012,Libano,20,38,0,58
2012,Febrero,2,2/1/2012,Liechtenstein,1,4,0,5
2012,Febrero,2,2/1/2012,Luxemburgo,4,13,0,17
2012,Febrero,2,2/1/2012,Macedonia,1,0,0,1
2012,Febrero,2,2/1/2012,Madagascar,1,0,0,1
2012,Febrero,2,2/1/2012,Malasia,9,26,0,35
2012,Febrero,2,2/1/2012,Malta,1,2,0,3
2012,Febrero,2,2/1/2012,Marruecos,1,9,0,10
2012,Febrero,2,2/1/2012,Mauricio,1,0,0,1
2012,Febrero,2,2/1/2012,Mexico,1692,4388,0,6080
2012,Febrero,2,2/1/2012,Republica de Moldavia,2,0,0,2
2012,Febrero,2,2/1/2012,Mongolia,1,0,0,1
2012,Febrero,2,2/1/2012,Mozambique,0,1,0,1
2012,Febrero,2,2/1/2012,Myanmar,1,1,0,2
2012,Febrero,2,2/1/2012,Nicaragua,72,69,0,141
2012,Febrero,2,2/1/2012,Nigeria,3,6,0,9
2012,Febrero,2,2/1/2012,Noruega,120,201,0,321
2012,Febrero,2,2/1/2012,Nueva Zelanda,36,101,0,137
2012,Febrero,2,2/1/2012,Papua Nueva Guinea,0,1,0,1
2012,Febrero,2,2/1/2012,Pakistan,0,9,0,9
2012,Febrero,2,2/1/2012,Panama,1045,1533,0,2578
2012,Febrero,2,2/1/2012,Paraguay,101,128,0,229
2012,Febrero,2,2/1/2012,Peru,3715,4638,0,8353
2012,Febrero,2,2/1/2012,Palestina,0,3,0,3
2012,Febrero,2,2/1/2012,Polonia,111,235,0,346
2012,Febrero,2,2/1/2012,Portugal,86,271,0,357
2012,Febrero,2,2/1/2012,Puerto Rico/Territorio de Estados Unidos,0,3,0,3
2012,Febrero,2,2/1/2012,Reino Unido de Gran Bretaña e Irlanda del Norte,531,1286,0,1817
2012,Febrero,2,2/1/2012,Republica CentroÁfricana,1,1,0,2
2012,Febrero,2,2/1/2012,Federacion de Rusia,200,249,0,449
2012,Febrero,2,2/1/2012,Republica Dominicana,268,499,0,767
2012,Febrero,2,2/1/2012,Rumania,40,59,0,99
2012,Febrero,2,2/1/2012,Rwanda,0,1,0,1
2012,Febrero,2,2/1/2012,San Cristobal y Nevis,1,2,0,3
2012,Febrero,2,2/1/2012,Samoa Occidental,1,0,0,1
2012,Febrero,2,2/1/2012,San Marino,0,2,0,2
2012,Febrero,2,2/1/2012,San  Vicente y las Granadinas,2,1,0,3
2012,Febrero,2,2/1/2012,Santa Lucia,2,3,0,5
2012,Febrero,2,2/1/2012,Senegal,1,0,0,1
2012,Febrero,2,2/1/2012,Serbia,8,9,0,17
2012,Febrero,2,2/1/2012,Singapur,1,15,0,16
2012,Febrero,2,2/1/2012,Republica Árabe Siria,0,1,0,1
2012,Febrero,2,2/1/2012,Sri Lanka,0,3,0,3
2012,Febrero,2,2/1/2012,Sudafrica,16,82,0,98
2012,Febrero,2,2/1/2012,Sudan,0,2,0,2
2012,Febrero,2,2/1/2012,Suecia,238,308,0,546
2012,Febrero,2,2/1/2012,Suiza,392,663,0,1055
2012,Febrero,2,2/1/2012,Surinam,13,14,0,27
2012,Febrero,2,2/1/2012,Taiwan,46,76,0,122
2012,Febrero,2,2/1/2012,Tailandia,4,2,0,6
2012,Febrero,2,2/1/2012,Tibet/Region Autonoma de China,0,1,0,1
2012,Febrero,2,2/1/2012,Territorio Antartico Britanico/Territorio Britanico de Ultramar,1,6,0,7
2012,Febrero,2,2/1/2012,Tanzania,2,5,0,7
2012,Febrero,2,2/1/2012,Trinidad y Tobago,20,51,0,71
2012,Febrero,2,2/1/2012,Tunez,0,1,0,1
2012,Febrero,2,2/1/2012,Turquia,25,84,0,109
2012,Febrero,2,2/1/2012,Ucrania,21,30,0,51
2012,Febrero,2,2/1/2012,Uganda,0,4,0,4
2012,Febrero,2,2/1/2012,Uruguay,358,485,0,843
2012,Febrero,2,2/1/2012,Venezuela,8489,10738,0,19227
2012,Febrero,2,2/1/2012,Vietnam,4,1,0,5
2012,Febrero,2,2/1/2012,Yugoslavia,0,1,0,1
2012,Febrero,2,2/1/2012,Zambia,1,3,0,4
2012,Febrero,2,2/1/2012,Zimbabue,1,1,0,2
2012,Febrero,2,2/1/2012,Desconocido,0,1,0,1
2012,Marzo,3,3/1/2012,Albania,1,0,0,1
2012,Marzo,3,3/1/2012,Alemania,1604,2586,0,4190
2012,Marzo,3,3/1/2012,Andorra,1,10,0,11
2012,Marzo,3,3/1/2012,Angola,1,2,0,3
2012,Marzo,3,3/1/2012,Antigua y Barbuda,2,1,0,3
2012,Marzo,3,3/1/2012,Paises Bajos,816,1438,0,2254
2012,Marzo,3,3/1/2012,Arabia Saudita,1,3,0,4
2012,Marzo,3,3/1/2012,Argelia,0,1,0,1
2012,Marzo,3,3/1/2012,Argentina,4472,5863,0,10335
2012,Marzo,3,3/1/2012,Republica de Armenia,0,2,0,2
2012,Marzo,3,3/1/2012,Aruba,4,4,0,8
2012,Marzo,3,3/1/2012,Australia,286,538,0,824
2012,Marzo,3,3/1/2012,Austria,117,226,0,343
2012,Marzo,3,3/1/2012,Azerbaiyan,1,2,0,3
2012,Marzo,3,3/1/2012,Bahamas,2,16,0,18
2012,Marzo,3,3/1/2012,Bahrein,0,1,0,1
2012,Marzo,3,3/1/2012,Bangladesh,2,1,0,3
2012,Marzo,3,3/1/2012,Barbados,4,7,0,11
2012,Marzo,3,3/1/2012,Republica de Belarus,4,0,0,4
2012,Marzo,3,3/1/2012,Belgica,138,354,0,492
2012,Marzo,3,3/1/2012,Belice,3,9,0,12
2012,Marzo,3,3/1/2012,Benin,0,1,0,1
2012,Marzo,3,3/1/2012,Bermudas/Territorio Britanico de Ultramar,0,6,0,6
2012,Marzo,3,3/1/2012,Bolivia,382,488,0,870
2012,Marzo,3,3/1/2012,Bosnia y Herzegovina,0,2,0,2
2012,Marzo,3,3/1/2012,Brasil,2229,4058,0,6287
2012,Marzo,3,3/1/2012,Bulgaria,2,11,0,13
2012,Marzo,3,3/1/2012,Islas Caiman/Territorio Britanico de Ultramar,1,2,0,3
2012,Marzo,3,3/1/2012,Camboya,1,2,0,3
2012,Marzo,3,3/1/2012,Camerun,0,4,0,4
2012,Marzo,3,3/1/2012,Canada,2597,3274,0,5871
2012,Marzo,3,3/1/2012,España,2268,5384,0,7652
2012,Marzo,3,3/1/2012,Republica Democratica del Congo,3,6,0,9
2012,Marzo,3,3/1/2012,Republica de Corea,117,497,0,614
2012,Marzo,3,3/1/2012,Costa de Marfil,0,2,0,2
2012,Marzo,3,3/1/2012,Costa Rica,812,1089,0,1901
2012,Marzo,3,3/1/2012,Croacia,8,62,0,70
2012,Marzo,3,3/1/2012,Cuba,103,218,0,321
2012,Marzo,3,3/1/2012,Curazao,5,4,0,9
2012,Marzo,3,3/1/2012,Republica Checa,47,73,0,120
2012,Marzo,3,3/1/2012,Chile,2459,3687,0,6146
2012,Marzo,3,3/1/2012,China,168,484,0,652
2012,Marzo,3,3/1/2012,Chipre,0,5,0,5
2012,Marzo,3,3/1/2012,Dinamarca,76,188,0,264
2012,Marzo,3,3/1/2012,Dominica,1,10,0,11
2012,Marzo,3,3/1/2012,Ecuador,3625,5558,0,9183
2012,Marzo,3,3/1/2012,Egipto,4,13,0,17
2012,Marzo,3,3/1/2012,El Salvador,424,578,0,1002
2012,Marzo,3,3/1/2012,Emiratos Árabes,1,24,0,25
2012,Marzo,3,3/1/2012,Eslovaquia,25,16,0,41
2012,Marzo,3,3/1/2012,Eslovenia,17,36,0,53
2012,Marzo,3,3/1/2012,Estados Unidos de America,9331,18243,0,27574
2012,Marzo,3,3/1/2012,Estonia,24,21,0,45
2012,Marzo,3,3/1/2012,Etiopia,2,7,0,9
2012,Marzo,3,3/1/2012,Filipinas,21,184,0,205
2012,Marzo,3,3/1/2012,Finlandia,149,161,0,310
2012,Marzo,3,3/1/2012,Francia,972,2016,0,2988
2012,Marzo,3,3/1/2012,Georgia,9,16,0,25
2012,Marzo,3,3/1/2012,Ghana,2,3,0,5
2012,Marzo,3,3/1/2012,Grecia,23,71,0,94
2012,Marzo,3,3/1/2012,Guatemala,270,591,0,861
2012,Marzo,3,3/1/2012,Guyana,3,27,0,30
2012,Marzo,3,3/1/2012,Guinea Ecuatorial,1,0,0,1
2012,Marzo,3,3/1/2012,Guinea Bissau,0,1,0,1
2012,Marzo,3,3/1/2012,Haiti,8,31,0,39
2012,Marzo,3,3/1/2012,Honduras,190,266,0,456
2012,Marzo,3,3/1/2012,Hungria,28,39,0,67
2012,Marzo,3,3/1/2012,India,55,275,0,330
2012,Marzo,3,3/1/2012,Indonesia,9,44,0,53
2012,Marzo,3,3/1/2012,Iraq,0,2,0,2
2012,Marzo,3,3/1/2012,Iran,6,16,0,22
2012,Marzo,3,3/1/2012,Republica de Irlanda,57,144,0,201
2012,Marzo,3,3/1/2012,Islandia,7,4,0,11
2012,Marzo,3,3/1/2012,Isla de Man,110,284,0,394
2012,Marzo,3,3/1/2012,Isla Johnston,0,1,0,1
2012,Marzo,3,3/1/2012,Israel,101,548,0,649
2012,Marzo,3,3/1/2012,Islas Aland/Provincia de Finlandia,0,1,0,1
2012,Marzo,3,3/1/2012,Italia,530,2116,0,2646
2012,Marzo,3,3/1/2012,Islas del Canal,1,1,0,2
2012,Marzo,3,3/1/2012,Jamaica,10,29,0,39
2012,Marzo,3,3/1/2012,Japon,255,571,0,826
2012,Marzo,3,3/1/2012,Jordania,3,9,0,12
2012,Marzo,3,3/1/2012,Kazajistan,2,3,0,5
2012,Marzo,3,3/1/2012,Kenia,4,9,0,13
2012,Marzo,3,3/1/2012,Kirguistan,0,1,0,1
2012,Marzo,3,3/1/2012,Kuwait,0,3,0,3
2012,Marzo,3,3/1/2012,Republica de Kosovo,6,14,0,20
2012,Marzo,3,3/1/2012,Letonia,8,17,0,25
2012,Marzo,3,3/1/2012,Lituania,10,14,0,24
2012,Marzo,3,3/1/2012,Libano,16,45,0,61
2012,Marzo,3,3/1/2012,Liberia,0,1,0,1
2012,Marzo,3,3/1/2012,Liechtenstein,4,3,0,7
2012,Marzo,3,3/1/2012,Luxemburgo,8,20,0,28
2012,Marzo,3,3/1/2012,Macedonia,1,4,0,5
2012,Marzo,3,3/1/2012,Madagascar,0,2,0,2
2012,Marzo,3,3/1/2012,Malasia,7,22,0,29
2012,Marzo,3,3/1/2012,Malawi,2,0,0,2
2012,Marzo,3,3/1/2012,Malta,1,6,0,7
2012,Marzo,3,3/1/2012,Marruecos,6,10,0,16
2012,Marzo,3,3/1/2012,Mauricio,0,1,0,1
2012,Marzo,3,3/1/2012,Mexico,1942,4690,0,6632
2012,Marzo,3,3/1/2012,Republica de Moldavia,2,0,0,2
2012,Marzo,3,3/1/2012,Monaco,0,1,0,1
2012,Marzo,3,3/1/2012,Mozambique,1,1,0,2
2012,Marzo,3,3/1/2012,Myanmar,1,0,0,1
2012,Marzo,3,3/1/2012,Namibia,0,1,0,1
2012,Marzo,3,3/1/2012,Nepal,0,4,0,4
2012,Marzo,3,3/1/2012,Nicaragua,61,96,0,157
2012,Marzo,3,3/1/2012,Nigeria,2,5,0,7
2012,Marzo,3,3/1/2012,Noruega,94,176,0,270
2012,Marzo,3,3/1/2012,Nueva Caledonia/Territorio frances,0,1,0,1
2012,Marzo,3,3/1/2012,Nueva Zelanda,49,97,0,146
2012,Marzo,3,3/1/2012,Oman,0,2,0,2
2012,Marzo,3,3/1/2012,Pakistan,2,26,0,28
2012,Marzo,3,3/1/2012,Panama,821,1564,0,2385
2012,Marzo,3,3/1/2012,Paraguay,59,104,0,163
2012,Marzo,3,3/1/2012,Peru,3228,4747,0,7975
2012,Marzo,3,3/1/2012,Palestina,0,3,0,3
2012,Marzo,3,3/1/2012,Polonia,100,189,0,289
2012,Marzo,3,3/1/2012,Portugal,92,278,0,370
2012,Marzo,3,3/1/2012,Puerto Rico/Territorio de Estados Unidos,2,4,0,6
2012,Marzo,3,3/1/2012,Reino Unido de Gran Bretaña e Irlanda del Norte,628,1467,0,2095
